,id,name,capacity,grass,city,state,zip,country_code,elevation,year_constructed,dome,x,y,last_updated
189,477,Los Angeles Memorial Coliseum,93607,1.0,Los Angeles,CA,90089,US,42.50374222,1923.0,0.0,34.014167,-118.287778,2019-11-12 22:50:18
190,3809,Louis Crews Stadium,21000,,Huntsville,AL,,US,214.9181061,1996.0,0.0,34.7835363,-86.5784132,2019-11-12 22:50:18
191,3811,Lubbers Stadium,10444,,Allendale,MI,,US,205.8,1973.0,0.0,,,2019-11-12 22:50:18
192,3812,Lucas Oil Stadium,70000,0.0,Indianapolis,IN,46225,US,216.3370361,2008.0,0.0,39.760056,-86.163806,2019-11-12 22:50:18
193,3816,Mackay Stadium,26000,0.0,Reno,NV,89557,US,1406.57605,1966.0,0.0,39.5469459,-119.8175435,2019-11-12 22:50:18
194,3817,Malone Stadium,30427,0.0,Monroe,LA,71209,US,22.998209,1978.0,0.0,32.5308089,-92.0660602,2019-11-12 22:50:18
195,3779,Manning Field at John L. Guidry Stadium,10500,,Thibodaux,LA,,US,3.23726368,1972.0,0.0,29.7867254,-90.80455,2019-11-12 22:50:18
196,4223,Marlins Park,34000,1.0,Miami,FL,,US,1.853350639,2012.0,0.0,25.778056,-80.219722,2019-11-12 22:50:18
197,3820,Martin Stadium,32248,0.0,Pullman,WA,99164,US,773.9526367,1972.0,0.0,46.731831,-117.1604991,2019-11-12 22:50:18
198,3665,Maryland Stadium,51802,0.0,College Park,MD,20742,US,32.68748093,1950.0,0.0,38.9903332,-76.9473792,2019-11-12 22:50:18
199,4727,McLane Stadium,45140,0.0,Waco,TX,,US,117.0538101,2014.0,0.0,31.5582015,-97.1156702,2019-11-12 22:50:18
200,3824,Meade Stadium,5180,,Kingston,RI,,US,32.68801498,1928.0,0.0,41.4879984,-71.5347458,2019-11-12 22:50:18
201,3826,Memorial Field,15000,,Hanover,NH,,US,152.3080139,1923.0,0.0,43.701302,-72.2842781,2019-11-12 22:50:18
202,3834,Memorial Stadium,86047,0.0,Lincoln,NE,68588,US,354.9318848,1923.0,0.0,40.820682,-96.705594,2019-11-12 22:50:18
203,3829,Memorial Stadium,12464,0.0,Terre Haute,IN,47809,US,155.5213165,1925.0,0.0,39.4746858,-87.3669599,2019-11-12 22:50:18
204,3836,Memorial Stadium,81500,0.0,Clemson,SC,29634,US,205.6452179,1942.0,0.0,34.6787737,-82.8432428,2019-11-12 22:50:18
205,3830,Memorial Stadium,52959,0.0,Bloomington,IN,47408,US,231.6500854,1960.0,0.0,39.1808959,-86.5256217,2019-11-12 22:50:18
206,3833,Memorial Stadium,50071,0.0,Lawrence,KS,66045,US,274.855957,1921.0,0.0,38.9629418,-95.2463686,2019-11-12 22:50:18
207,3832,Memorial Stadium,60670,0.0,Champaign,IL,61820,US,223.2471619,1923.0,0.0,40.0993268,-88.2359569,2019-11-12 22:50:18
208,5348,Mercedes-Benz Stadium,71000,0.0,Atlanta,GA,30313,US,307.9,2017.0,0.0,,,2019-11-12 22:50:18
209,3493,Mercedes-Benz Superdome,76468,0.0,New Orleans,LA,70112,US,0.508185744,1975.0,0.0,29.950833,-90.081111,2019-11-12 22:50:18
210,3839,MetLife Stadium,82566,0.0,East Rutherford,NJ,,US,1.68149209,2010.0,0.0,40.813611,-74.074444,2019-11-12 22:50:18
211,3558,Michigan Stadium,107601,0.0,Ann Arbor,MI,48109,US,255.5500031,1927.0,0.0,42.2658365,-83.7486956,2019-11-12 22:50:18
212,3976,Mississippi Veterans Memorial Stadium,60492,,Jackson,MS,,US,108.4067383,1941.0,0.0,32.3300053,-90.1795578,2019-11-12 22:50:18
213,3815,M. M. Roberts Stadium,36000,0.0,Hattiesburg,MS,39402,US,64.52726746,1932.0,0.0,31.3289321,-89.3318118,2019-11-12 22:50:18
214,4014,Moretz Stadium,8500,,Hickory,NC,,US,351.6,1924.0,0.0,,,2019-11-12 22:50:18
215,3842,Mountaineer Field at Milan Puskar Stadium,60000,0.0,Morgantown,WV,26507,US,327.409668,1980.0,0.0,39.6502744,-79.9551873,2019-11-12 22:50:18
216,3814,M&T Bank Stadium,71008,0.0,Baltimore,MD,,US,2.961556435,1998.0,0.0,39.278056,-76.622778,2019-11-12 22:50:18
217,3848,Multi-Sport Stadium,1200,,Worcester,MA,,US,203.4,2005.0,0.0,,,2019-11-12 22:50:18
218,3850,Municipal Stadium,10000,0.0,Daytona Beach,FL,32114,US,9.516305923,1979.0,0.0,29.173466,-81.117511,2019-11-12 22:50:18
219,3851,Mustang Stadium,3500,,Stevenson,MD,,US,154,2012.0,0.0,,,2019-11-12 22:50:18
220,3852,Navy-Marine Corps Memorial Stadium,34000,1.0,Annapolis,MD,21402,US,10.74990082,1959.0,0.0,38.9846985,-76.5076335,2019-11-12 22:50:18
221,5083,New Turner Stadium,4400,,Upland,IN,,US,282.0274963,2012.0,0.0,40.456848,-85.501181,2019-11-12 22:50:18
222,3853,Neyland Stadium,102455,0.0,Knoxville,TN,37996,US,271.9517212,1921.0,0.0,35.9550131,-83.9250128,2019-11-12 22:50:18
223,3854,Nippert Stadium,40000,0.0,Cincinnati,OH,45221,US,230.0660553,1915.0,0.0,39.1312495,-84.5161913,2019-11-12 22:50:18
224,3810,Nissan Stadium,68798,0.0,Nashville,TN,37209,US,121.0412598,1999.0,0.0,36.166479,-86.7712898,2019-11-12 22:50:18
225,3855,Notre Dame Stadium,80795,0.0,Notre Dame,IN,46556,US,222.645401,1930.0,0.0,41.698378,-86.2339425,2019-11-12 22:50:18
226,3856,Nottingham Field,8533,,Greeley,CO,,US,1455.349976,1995.0,0.0,40.403493,-104.705139,2019-11-12 22:50:18
227,3891,NRG Stadium,72220,1.0,Houston,TX,77054,US,15.19169617,2002.0,0.0,29.684722,-95.410833,2019-11-12 22:50:18
228,3858,O'Brien Stadium,10000,,Charleston,IL,,US,212.9662933,1970.0,0.0,39.4804965,-88.1811618,2019-11-12 22:50:18
229,3861,Ohio Stadium,104944,0.0,Columbus,OH,43210,US,216.6770325,1922.0,0.0,40.0016447,-83.0197266,2019-11-12 22:50:18
230,3862,O'Kelly-Riddick Stadium,10000,,Durham,NC,,US,96.73323059,1975.0,0.0,35.9738646,-78.896969,2019-11-12 22:50:18
231,3864,Oliver C. Dawson Stadium,22000,,Orangeburg,SC,,US,67.29846191,1955.0,0.0,33.4986313,-80.8446857,2019-11-12 22:50:18
232,3868,Paladin Stadium,16000,,Greenville,SC,,US,303.2829285,1981.0,0.0,34.920192,-82.4370917,2019-11-12 22:50:18
233,5238,Panther Stadium,15000,,Prairie View,TX,,US,77.36286926,2016.0,0.0,30.0937874,-95.9960913,2019-11-12 22:50:18
234,3873,Papa John's Cardinal Stadium,55000,0.0,Louisville,KY,40292,US,138.5615997,1998.0,0.0,38.2057621,-85.7588141,2019-11-12 22:50:18
235,3874,Paul Brown Stadium,66515,0.0,Cincinnati,OH,,US,146.3,2000.0,0.0,,,2019-11-12 22:50:18
236,3608,Paulson Stadium,24300,0.0,Statesboro,GA,30460,US,61.25376892,1984.0,0.0,32.4122471,-81.7849296,2019-11-12 22:50:18
237,3876,Peden Stadium,24000,0.0,Athens,OH,45701,US,194.230896,1929.0,0.0,39.3212794,-82.1034315,2019-11-12 22:50:18
238,3878,Plaster Sports Complex,17500,,Springfield,MO,,US,402.368103,1941.0,0.0,37.1976229,-93.2798119,2019-11-12 22:50:18
239,3881,Princeton University Stadium,27800,,Princeton,NJ,,US,32.00296402,1998.0,0.0,40.3457928,-74.6500047,2019-11-12 22:50:18
240,3485,Providence Park,19566,,Portland,OR,,US,23.84255791,1926.0,0.0,45.5215978,-122.6916811,2019-11-12 22:50:18
241,3882,Provost Umphrey Stadium,16000,,Beaumont,TX,,US,3.981505394,1964.0,0.0,30.04313,-94.069963,2019-11-12 22:50:18
242,3932,Qualcomm Stadium,70561,0.0,San Diego,CA,92108,US,16.28476334,1967.0,0.0,32.7831122,-117.1195716,2019-11-12 22:50:18
243,3886,Raymond James Stadium,65857,0.0,Tampa,FL,33620,US,11.07972908,1998.0,0.0,27.9758691,-82.5033344,2019-11-12 22:50:18
244,3889,Reinhart Field,3500,,Bronx,NY,,US,7,2012.0,0.0,,,2019-11-12 22:50:18
245,3892,Rentschler Field,40000,0.0,East Hartford,CT,6118 ,US,6.515614986,2003.0,0.0,41.7595675,-72.6187728,2019-11-12 22:50:18
246,3893,Reser Stadium,45674,0.0,Corvallis,OR,97331,US,66.90744781,1953.0,0.0,44.5594559,-123.2814341,2019-11-12 22:50:18
247,3491,RFK Stadium,45596,,Washington,DC,,US,3.029993296,1961.0,0.0,38.88981,-76.971809,2019-11-12 22:50:18
248,3894,Rhodes Stadium,11250,,Elon,NC,,US,204.2487793,2001.0,0.0,36.1101269,-79.5079979,2019-11-12 22:50:18
249,587,Rice-Eccles Stadium,45807,0.0,Salt Lake City,UT,84112,US,1411.543579,1998.0,0.0,40.7599724,-111.8488255,2019-11-12 22:50:18
250,3895,Rice Stadium,47000,0.0,Houston,TX,77251,US,7.148301601,1950.0,0.0,29.7163297,-95.4093261,2019-11-12 22:50:18
251,3896,Rice-Totten Field,10000,,Itta Bena,MS,,US,39.88368607,1958.0,0.0,33.5118304,-90.3397718,2019-11-12 22:50:18
252,3897,Richardson Stadium,6000,,Davidson,NC,,US,249.4658203,1923.0,0.0,35.4995744,-80.8428419,2019-11-12 22:50:18
253,453,Robertson Stadium,32000,0.0,Houston,TX,77004,US,9.6,1942.0,0.0,,,2019-11-12 22:50:18
254,3905,Romney Stadium,25513,0.0,Logan,UT,84322,US,1427.914429,1968.0,0.0,41.7517394,-111.8116007,2019-11-12 22:50:18
255,3906,Roos Field,8600,,Cheney,WA,,US,750.2774658,1967.0,0.0,47.49278,-117.587353,2019-11-12 22:50:18
256,1056,Rose Bowl,92542,0.0,Pasadena,CA,90095,US,245.1772461,1922.0,0.0,34.1613284,-118.1676462,2019-11-12 22:50:18
257,3907,Ross-Ade Stadium,57236,0.0,West Lafayette,IN,47907,US,197.5337677,1924.0,0.0,40.4352253,-86.9186843,2019-11-12 22:50:18
258,3908,Roy Kidd Stadium,20000,0.0,Richmond,KY,40475,US,298.1834717,1969.0,0.0,37.7344109,-84.2972854,2019-11-12 22:50:18
259,3909,Roy Stewart Stadium,16800,,Murray,KY,,US,152.6495667,1973.0,0.0,36.6215165,-88.3175531,2019-11-12 22:50:18
260,3911,Ryan Field,47130,0.0,Evanston,IL,60208,US,181.2376099,1926.0,0.0,42.0653994,-87.6924751,2019-11-12 22:50:18
261,3912,Rynearson Stadium,30200,0.0,Ypsilanti,MI,48197,US,241.248764,1969.0,0.0,42.256126,-83.647285,2019-11-12 22:50:18
262,3913,Saluki Stadium,15276,,Carbondale,IL,,US,126.7586365,2010.0,0.0,37.708637,-89.216212,2019-11-12 22:50:18
263,3914,Sam Boyd Stadium,36800,0.0,Whitney,NV,89154,US,490.0622253,1971.0,0.0,36.085935,-115.01731,2019-11-12 22:50:18
264,3917,Sanford Stadium,92746,0.0,Athens,GA,30602,US,186.1120758,1929.0,0.0,33.9498197,-83.3733813,2019-11-12 22:50:18
265,3919,Scheumann Stadium,22500,0.0,Muncie,IN,47306,US,285.481781,1967.0,0.0,40.2159422,-85.4161148,2019-11-12 22:50:18
266,3921,Schoellkopf Field,25597,,Ithaca,NY,,US,257.3187561,1915.0,0.0,42.4439016,-76.4785398,2019-11-12 22:50:18
267,3923,Scott Stadium,61500,0.0,Charlottesville,VA,22904,US,170.4677429,1931.0,0.0,38.0311801,-78.5137897,2019-11-12 22:50:18
268,3925,Seibert Stadium,6700,0.0,Homewood,AL,35229,US,208.0207825,1958.0,0.0,33.463273,-86.795326,2019-11-12 22:50:18
269,3926,Setzler Field,4000,,Newberry,SC,,US,160.5950775,1922.0,0.0,34.286133,-81.622539,2019-11-12 22:50:18
270,3928,Shotwell Stadium,15075,,Abilene,TX,,US,530.4555664,1959.0,0.0,32.4336917,-99.6986246,2019-11-12 22:50:18
271,3674,Skelly Field at H. A. Chapman Stadium,30000,0.0,Tulsa,OK,74194,US,235.5928345,1930.0,0.0,36.1489175,-95.9437853,2019-11-12 22:50:18
272,3933,Soldier Field,61500,1.0,Chicago,IL,60605,US,177.420578,1924.0,0.0,41.8625,-87.616667,2019-11-12 22:50:18
273,3761,Sonny Lubick Field at Hughes Stadium,34400,0.0,Fort Collins,CO,80526,US,1574.920898,1968.0,0.0,40.5621183,-105.1416248,2019-11-12 22:50:18
274,3935,Spartan Stadium,30456,0.0,San Jose,CA,95112,US,28.30708694,1933.0,0.0,37.3196675,-121.8682962,2019-11-12 22:50:18
275,3936,Spartan Stadium,75005,0.0,East Lansing,MI,48824,US,254.8794861,1923.0,0.0,42.7281474,-84.4848526,2019-11-12 22:50:18
276,4416,Spec Martin Municipal Stadium,6000,,DeLand,FL,,US,14.65544891,1941.0,0.0,29.0208575,-81.2993746,2019-11-12 22:50:18
277,3937,Sports Authority Field at Mile High,76273,1.0,Denver,CO,80204,US,1583.532593,2001.0,0.0,39.743889,-105.02,2019-11-12 22:50:18
278,844,Stambaugh Stadium,20650,,Youngstown,OH,,US,298.8893127,1982.0,0.0,41.1092964,-80.6501885,2019-11-12 22:50:18
279,3940,Stanford Stadium,50424,0.0,Stanford,CA,94305,US,18.38425636,2006.0,0.0,37.4345556,-122.1611271,2019-11-12 22:50:18
280,5263,Steele Stadium,3000,,Owensboro,KY,,US,122.5809097,2004.0,0.0,37.742297,-87.119976,2019-11-12 22:50:18
281,3716,"Stewart """"Red"""" Faught Stadium",4000,,Franklin,IN,,US,222.7,1999.0,0.0,,,2019-11-12 22:50:18
282,3942,Stewart Stadium,17000,,Ogden,UT,,US,1451.553711,1966.0,0.0,41.1918741,-111.9401391,2019-11-12 22:50:18
283,3944,Strawberry Stadium,7408,,Hammond,LA,,US,13.7104578,1936.0,0.0,30.5110264,-90.4685792,2019-11-12 22:50:18
284,538,StubHub Center,0,0.0,Carson,CA,,US,,,,,,2019-11-12 22:50:18
285,3768,Summa Field at InfoCision Stadium,30000,0.0,Akron,OH,44399,US,321.2875061,2009.0,0.0,41.0725534,-81.5083408,2019-11-12 22:50:18
286,3946,Sun Bowl Stadium,51500,0.0,El Paso,TX,79968,US,1183.697876,1963.0,0.0,31.7733353,-106.507957,2019-11-12 22:50:18
287,3947,Sun Devil Stadium,56232,0.0,Tempe,AZ,85287,US,360.1569519,1958.0,0.0,33.4264471,-111.9325005,2019-11-12 22:50:18
288,5319,SunTrust Park,41084,,Atlanta,GA,,US,289.7,2017.0,0.0,,,2019-11-12 22:50:18
289,3950,Superior Dome,8000,0.0,Marquette,MI,70118,US,186.4,1991.0,0.0,,,2019-11-12 22:50:18
290,3953,TCF Bank Stadium,50805,0.0,Minneapolis,MN,55488,US,254.3902283,2009.0,0.0,44.976525,-93.2245462,2019-11-12 22:50:18
291,3952,Ted Wright Stadium,7500,,Savannah,GA,,US,6.564679146,1967.0,0.0,32.0274346,-81.0687492,2019-11-12 22:50:18
292,4750,The Reservation,10000,,Gaffney,SC,,US,212.4,2008.0,0.0,,,2019-11-12 22:50:18
293,4779,Thomas Robinson Stadium,15023,1.0,Nassau,,,BS,3.182889223,1981.0,0.0,25.055569,-77.358736,2019-11-12 22:50:18
294,3958,Tiger Stadium,102321,1.0,Baton Rouge,LA,70803,US,7.640734673,1924.0,0.0,30.412035,-91.1838163,2019-11-12 22:50:18
295,716,Torero Stadium,6000,,San Diego,CA,,US,57.95064545,1961.0,0.0,32.7730674,-117.183721,2019-11-12 22:50:18
296,5096,Toyota Stadium,5000,,Georgetown,KY,,US,270.7148743,1997.0,0.0,38.204444,-84.545556,2019-11-12 22:50:18
297,1400,Toyota Stadium,20500,,Frisco,TX,,US,181.3815918,2005.0,0.0,33.154444,-96.835278,2019-11-12 22:50:18
298,4113,Tropicana Field,31042,0.0,Saint Petersburg,FL,,US,12.19581413,1990.0,0.0,27.768333,-82.653333,2019-11-12 22:50:18
299,3962,Tucker Stadium,16500,,Cookeville,TN,,US,340.8609314,1966.0,0.0,36.1780555,-85.506183,2019-11-12 22:50:18
300,5015,Turner Stadium,4400,,Upland,IN,,US,282.0275574,2015.0,0.0,40.456862,-85.501228,2019-11-12 22:50:18
301,3965,UB Stadium,29013,0.0,Amherst,NY,14260,US,181.5759735,1993.0,0.0,42.9991334,-78.7775113,2019-11-12 22:50:18
302,3967,UNI-Dome,16000,0.0,Cedar Falls,IA,,US,281.8959656,1976.0,0.0,42.5156111,-92.4672307,2019-11-12 22:50:18
303,3969,University Field (NY),10000,,Albany,NY,,US,70.1,1970.0,0.0,,,2019-11-12 22:50:18
304,3970,University of Phoenix Stadium,63400,1.0,Glendale,AZ,,US,325.6211243,2006.0,0.0,33.527607,-112.262559,2019-11-12 22:50:18
305,3971,University Stadium,39224,0.0,Albuquerque,NM,87131,US,1554.471924,1960.0,0.0,35.0669479,-106.6283225,2019-11-12 22:50:18
306,3973,Vanderbilt Stadium,40350,0.0,Nashville,TN,37212,US,159.9194641,1922.0,0.0,36.1440455,-86.8088942,2019-11-12 22:50:18
307,3974,Vaught-Hemingway Stadium,64038,0.0,Oxford,MS,38677,US,146.8517151,1915.0,0.0,34.3619837,-89.5342076,2019-11-12 22:50:18
308,3975,Veterans Memorial Stadium,30000,0.0,Troy,AL,36082,US,154.7746277,1950.0,0.0,31.7995565,-85.9518328,2019-11-12 22:50:18
309,717,Villanova Stadium,12500,,Villanova,PA,,US,127.3836746,1927.0,0.0,40.0343329,-75.3367666,2019-11-12 22:50:18
310,3979,Wagner College Stadium,3300,0.0,Staten Island,NY,10301,US,63.39014053,1967.0,0.0,40.614688,-74.090639,2019-11-12 22:50:18
311,3980,Waldo Stadium,30200,0.0,Kalamazoo,MI,49008,US,243.8211212,1939.0,0.0,42.2860064,-85.6007573,2019-11-12 22:50:18
312,2023,Walkup Skydome,15300,0.0,Flagstaff,AZ,,US,2097.884766,1977.0,0.0,35.1805483,-111.6528377,2019-11-12 22:50:18
313,3982,Wallace Wade Stadium,40000,0.0,Durham,NC,27708,US,103.0028152,1929.0,0.0,35.9953688,-78.9417564,2019-11-12 22:50:18
314,3984,War Memorial Stadium,29181,0.0,Laramie,WY,82071,US,2200.153564,1950.0,0.0,41.31161,-105.5681384,2019-11-12 22:50:18
315,3983,War Memorial Stadium,54120,0.0,Little Rock,AR,,US,112.1398163,1948.0,0.0,34.749848,-92.330127,2019-11-12 22:50:18
316,3985,Warren McGuirk Alumni Stadium,17000,0.0,Hadley,MA,,US,46.58664703,1965.0,0.0,42.3773244,-72.5360595,2019-11-12 22:50:18
317,3987,Washington-Grizzly Stadium,25200,0.0,Missoula,MT,59812,US,970.345459,1986.0,0.0,46.8638753,-113.9815042,2019-11-12 22:50:18
318,3988,Welcome Stadium,11000,,Dayton,OH,,US,222.4020081,1949.0,0.0,39.7369239,-84.1981068,2019-11-12 22:50:18
319,3688,Wildcat Stadium,11015,,Durham,NH,,US,19.05943298,1936.0,0.0,43.1386231,-70.9393077,2019-11-12 22:50:18
320,5440,Wildcat Stadium (TX),12000,,Abilene,TX,,US,520.9,2017.0,0.0,,,2019-11-12 22:50:18
321,5400,William B. Greene Jr. Stadium,7694,,Johnson City,TN,,US,512.5,2017.0,0.0,,,2019-11-12 22:50:18
322,3991,"William Dick"""" Price Stadium""""",30000,0.0,Norfolk,VA,23504,US,4.916433334,1997.0,0.0,36.8469442,-76.2600839,2019-11-12 22:50:18
323,3990,William H. Greene Stadium,7086,,Washington,DC,,US,53.46718979,1926.0,0.0,38.925487,-77.021047,2019-11-12 22:50:18
324,3994,Williams-Brice Stadium,80250,0.0,Columbia,SC,29208,US,60.54548645,1934.0,0.0,33.9730239,-81.0191726,2019-11-12 22:50:18
325,3992,Williams Stadium,19200,,Lynchburg,VA,,US,272.9237061,1989.0,0.0,37.3544305,-79.1750239,2019-11-12 22:50:18
326,3996,Yager Stadium,24286,0.0,Oxford,OH,45056,US,242.2643585,1983.0,0.0,39.5197009,-84.7330255,2019-11-12 22:50:18
327,3997,Yale Bowl,61446,0.0,New Haven,CT,06520,US,5.302621841,1914.0,0.0,41.3132441,-72.9605333,2019-11-12 22:50:18
328,4102,Yankee Stadium,54251,0.0,New York,NY,,US,6.745362282,2009.0,0.0,40.829167,-73.926389,2019-11-12 22:50:18
329,3998,Zable Stadium,12259,,Williamsburg,VA,,US,26.07615852,1935.0,0.0,37.2730996,-76.7137202,2019-11-12 22:50:18
